Domain,Have_HTTPS,Have_At,URL_Length,URL_Depth,Redirection,http_https_Domain,Prefix_Suffix,SubDomainCount,DNS_Record,AgeOfDomain,Domain_End,iFrame,Mouse_Over,Right_Click,Web_Forwards,Google_Index,Favicon,CopyRightSymbol,CopyRightYear,Domain_Around_CopyRight,LinkRatio,SSL_Domain_Name,Submit_Handler,FormMail,NonStandardPort,SubPagesCount,IndexPagesCount,MLSTagsRatio,Anchor_URL,RequestUrl,Empty_Link,visibilityMode,Label
https://plostecle.web.app/,0,0,26,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1
https://pmusxtle.web.app/,0,0,25,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1
https://porezna-uperava.web.app/,0,0,32,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1
https://povolene-precerpanie-vub.web.app/,0,0,41,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1
https://usaccv-d8f30.web.app/,0,0,29,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1
https://walletfix-auth.web.app/,0,0,31,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0.181818,0,0.181818,0,1
https://www.andylopez.com.ar/b95cc2d2/line/f/l/,0,0,47,4,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,47,0,1,0.097561,1,0.04065,0,1
https://agustinabuetiabogada.com.ar/b95cc2d2/line/f/l/,0,0,54,4,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,30,0,1,0.2,1,0.083333,0,1
https://имяенн.010.рус/,0,0,23,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1
https://xn--e1afmfa9h.010.xn--p1acf/,0,0,36,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1
http://ficoficohas.vastserve.com/load2.php?i=1,1,0,46,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1
http://librerialevalle.eshost.com.ar/load.php?i=1,1,0,49,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1
https://mullerexteriors.com/wp-includes/zzzzz/index.html,0,0,56,3,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,1
http://aquarium-cleaning.ru/verify/china/index.php?login,1,0,56,3,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1
https://bafybeif2d3paazcvxybeotfrjyvatq6ijiezuecqyfpvezsfafut3nsdfm.ipfs.dweb.link/camologin.htm,0,0,96,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1
https://bafybeidrymp4qfj2wnmn5v27dibk42xssyhqr7oe2fadd6mdddmsblgs2e.ipfs.dweb.link/alldomai.html,0,0,96,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1
https://bafybeiagxmojpi4s2matqdt3eriairwby2trjh2xjaccgmfj5qnxxlnt3m.ipfs.dweb.link/index.html,0,0,93,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1
https://nejlamotel.com/wp-content/contexe/java/,0,0,47,3,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,9,0,1,0.826923,1,0.057692,0,1
https://bafkreifzjjk26s5z7imbj3qr7tb6et33qeeavckw2qnf7bwfjz27otetry.ipfs.dweb.link/,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,1,1,0,1
http://trimexsystems.cf/sab/denki/e/index.php?uid,1,0,49,4,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1
http://wildcard.lspower.xyz/usps/verification.html,1,0,50,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1
https://telekomail.20-208-128-129.telekomail.t-online.de.plesk.page/t-online/Telekomlogin.html,0,0,94,2,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1
https://womenworking.com/wp-admin/ch.php,0,0,40,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1
https://bafybeietifd7wbo3fsstgw5ipx2oihwu2miutr5xoxle23zbi6rdudn744.ipfs.dweb.link/,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1
https://bafybeiergcirk4btzhtmhmgaqtw7bf7a4dwt3bbg6lhrxw7zu5trx4dgta.ipfs.dweb.link/sharep.html,0,0,94,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1
https://s3.amazonaws.com/appforest_uf/f1675973107950x416572469520700740/connectss.html?email,0,0,92,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1
https://www.locabrowser.com/caches/2023-03-28-bnnzx4TUtI.html,0,0,61,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1
http://nust.edu.iq/cic/login.htm,1,0,32,2,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1
https://nust.edu.iq/cic/login.htm,0,0,33,2,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1
https://mabedcollege.in/wp-admin/tzz/Sharevide.html,0,0,51,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1
https://bafybeicjlnndacbquwf7x3vqg3qyndcrmoeqzzwc3w245cfrvz72nzc2ai.ipfs.dweb.link/docusign1.html?_x_tr_hp=bafybeicjln&_x_tr_sl=auto&_x_tr_tl=en&_x_tr_hl=en-US&_x_tr_pto=wapp,0,0,174,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1
http://ct02502.tw1.ru/orangebankhtml/Authentication,1,0,51,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,2,0,1,0.964286,1,0.071429,0,1
https://package-recovery.kathmanduconstruction.com/delivery/checkout/receive,0,0,76,3,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1
https://iccplnews.in/wp-content/themes/twentytwenty/inc/apps.rackspace.com/main.php?id=9hubsad98asbd8g9h21b39b12e2&loginpage=https://web.rackspace.com&reff=gpohteyvvmeqljelphgyafgnmrrbplsozuejztvmqqayamtwpfrltursouugaqcrljipsogcewzexzxgnzvtxltqlnkkjiauxnwekxkdvfvieiuqgelgwpsikswkccev,0,0,284,6,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,3,0,1,0.571429,1,0,0,1
http://iccplnews.in/wp-content/themes/twentytwenty/inc/apps.rackspace.com,1,0,73,5,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,3,0,1,0.571429,1,0,0,1
https://login.pnc-service.workers.dev/,0,0,38,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1
https://bafkreigac3lbdiwz2ovgkpwy5bikbajetu3xpjuezs3irjiahja6flzhbq.ipfs.dweb.link/,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1
http://phelle.com/essentials/,1,0,29,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,0,1
https://ukfitwears.com/VIEW_PROPERTIES,0,0,38,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1
https://ukfitwears.com/VIEW_PROPERTIES/,0,0,39,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1
https://michelhuston.autocode.run/my-new-project@dev/home.html,0,1,62,2,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1
https://ipfs.best-practice.se/ipfs/bafybeiakbjs7uxhwu7hsp3urkeqtb4u7p3sr37ncosyudbr7555xdi63he/link.html,0,0,104,3,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1
https://bafybeihckkjsi6zfs6jwbqenmfl2qph72ihyfbj3vxie7mjhfz24mlrbsi.ipfs.dweb.link/mufife.html,0,0,94,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1
https://bafybeia3rlcpxxftf7ondzxbks7z34hegehjth37mi6mu4nzqdxcbmkpo4.ipfs.dweb.link/aspxmona.html,0,0,96,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,1,0,1
https://bafybeibpooptduothhczqzsoyeutnamxes7rf5zrfipj3ouacxxblqu5re.ipfs.dweb.link/eew.html,0,0,91,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,0,1
http://www.saiconcard.co.jp.50gb112.xyz,1,0,39,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1
https://comi10.com/assets/umereoftheDomini/onCenterInternatio/nalbasedinOkigweI/ariisasimpleman/images/images/index.php,0,0,119,8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1
https://comi10.com/assets/umereoftheDomini/onCenterInternatio/nalbasedinOkigweI/ariisasimpleman/images/images/,0,0,110,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1
https://comi10.com/assets/umereoftheDomini/onCenterInternatio/nalbasedinOkigweI/ariisasimpleman/images/images,0,0,109,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1
https://linkbudur.com/0f33a,0,0,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0.666667,1,1,0,0,1
https://www.vpasmember.mitsulbanklngroup.com/login.jsp,0,0,54,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1
https://freetownproposal.myportfolio.com/,0,0,41,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0.5,0,0,0,0,1
https://forneyconstruction.myportfolio.com/,0,0,43,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0.5,0,0,0,0,1
https://www.leaeflo.com/modules/dkbde/home/Error.php?hash=NzY2NDA1MzE5Nzk1MA==&token=TW96aWxsYS81LjAgKGlQaG9uZTsgQ1BVIGlQaG9uZSBPUyAxNF83XzEgbGlrZSBNYWMgT1MgWCkgQXBwbGVXZWJLaXQvNjA1LjEuMTUgKEtIVE1MLCBsaWtlIEdlY2tvKSBWZXJzaW9uLzE0LjEuMiBNb2JpbGUvMTVFMTQ4IFNhZmFyaS82MDQuMTgwLjI1NS4xMC4xOTcyMDIzOk1hcjpUdWU,0,0,304,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1
https://www.leaeflo.com/modules/dkbde/home/Dkb-log.php?token=TW96aWxsYS81LjAgKGlQaG9uZTsgQ1BVIGlQaG9uZSBPUyAxNF83XzEgbGlrZSBNYWMgT1MgWCkgQXBwbGVXZWJLaXQvNjA1LjEuMTUgKEtIVE1MLCBsaWtlIEdlY2tvKSBWZXJzaW9uLzE0LjEuMiBNb2JpbGUvMTVFMTQ4IFNhZmFyaS82MDQuMTgwLjI1NS4xMC4xOTcyMDIzOk1hcjpUdWU,0,0,280,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1
http://www.saisonoard.co.jp.50gb066.xyz,1,0,39,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1
http://www.fentechusa.com/dataaa/mydropbox/,1,0,43,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1
http://www.saiconcard.co.jp.answer075.xyz,1,0,41,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1
http://www.iquatang.com/wp/wp-content/plugins/llpqhkxcuv/CTC/GlobalSources,1,0,74,6,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1
http://cq05254.tw1.ru/carrefour/7307ef0b1821e89/login.php?crf,1,0,61,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2,0,1,0.964286,1,0.071429,0,1
http://cq05254.tw1.ru/carrefour/,1,0,32,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2,0,1,0.964286,1,0.071429,0,1
http://co78308.tw1.ru/,1,0,22,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2,0,1,0.964286,1,0.071429,0,1
https://city-lighting.myportfolio.com/,0,0,38,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0.5,0,0,0,0,1
https://signin.boxmode.io/,0,0,26,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1
http://ce38124.tw1.ru/credit-agricole/,1,0,38,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2,0,1,0.964286,1,0.071429,0,1
http://ce38124.tw1.ru/credit-agricole,1,0,37,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2,0,1,0.964286,1,0.071429,0,1
https://myattttt.myportfolio.com/,0,0,33,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0.5,0,0,0,0,1
http://cx56949.tw1.ru/double-security-c/espac3/dep.html,1,0,55,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2,0,1,0.964286,1,0.071429,0,1
https://steep-mud-fcbc.nrpytuqym.workers.dev/,0,0,45,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1
https://ogdb.link/webprjc/tUxY91luR/index.html,0,0,46,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1
https://flat-shape-3d18.d8c1bzsm.workers.dev/,0,0,45,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1
https://exz.z13.web.core.windows.net/excell.html,0,0,48,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0.75,0,1
https://cloud-doc-inv5132.irclwsq8.workers.dev/,0,0,47,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1
http://35.203.90.36/2phpmyadmin/index.php?lang=en,1,0,49,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,1,1,0,0,1
http://verify8011landing.smartkissaan.com/redo/redirect.php,1,0,59,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1
http://verify178landing.smartkissaan.com/redo/redirect.php,1,0,58,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1
https://get.massive.app/01GWHSK05776404NQ2RE4AS8FS?secret=PQQAzDTktyIWFtVg,0,0,74,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1
https://sicredi.wfloat.com.br/,0,0,30,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1
http://u1995512.cp.regruhosting.ru/,1,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1
https://www.berry.im/#/,0,0,23,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1
http://g-ld.life,1,0,16,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1
https://surcusalficohsa.webcindario.com/home.php,0,0,48,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1
https://midgleyspublichouse.com,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.923077,1,0.076923,0,1
https://fitdistrict.rs,0,0,22,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0.083333,0,1
http://batchelorpress.com/,1,0,26,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0.036364,1,0,0,0,74,0,1,0.063636,0.043478,0,0,1
https://liebe-hoffnung.eu/loginn.html,0,0,37,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1
http://43.153.192.86/v3/signin/identifier?dsh=S1141820339%3A1680040827218124&amp%3Bcontinue=https%3A%2F%2Faccounts.google.com%2F%3F&amp%3Bfollowup=https%3A%2F%2Faccounts.google.com%2F%3F&amp%3Bxrealip=107.178.237.8&ifkv=AQMjQ7THR3zAeTxjHCYiOX_GrkTnIYxMVmPta6KO8H1WjiVfJhBrceDYyLbe9xJYgN31a5GxHH4s&passive=1209600&xrealip=107.21.207.171&flowName=WebLiteSignIn&flowEntry=ServiceLogin,1,0,381,3,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,2,0,1,0.666667,0,0,0,1
http://43.153.192.86/ServiceLogin?passive=1209600&amp;continue=https://accounts.google.com/?&amp;xrealip=107.178.237.8&amp;followup=https://accounts.google.com/?,1,0,161,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,2,0,1,0.666667,0,0,0,1
http://43.153.192.86/v3/signin/identifier?dsh=S1996615548%3A1680040821990584&amp%3Bfollowup=https%3A%2F%2Faccounts.google.com%2F%3F&amp%3Bifkv=AQMjQ7TYc6EwOcofPYw13S2wUnFreKbn48fMrVAJoP7ny3i5qAQHYaUlDzUT6TE1ON-MySN11B0P&amp%3Bpassive=1209600&amp%3Bxrealip=107.178.237.8&continue=https%3A%2F%2Faccounts.google.com%2F%3F&xrealip=107.21.207.171&flowName=WebLiteSignIn&flowEntry=ServiceLogin&ifkv=AQMjQ7RQyqevWWhSN2bpLuG5A0p80g3V4X1Vetl2BBM8ZbDr1SroZQzcg3nyIHjeL45Q89_7ITko7w,1,0,471,3,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,2,0,1,0.666667,0,0,0,1
http://43.153.192.86/InteractiveLogin?continue=https://accounts.google.com/?&amp;followup=https://accounts.google.com/?&amp;passive=1209600&amp;xrealip=107.178.237.8&amp;ifkv=AQMjQ7TYc6EwOcofPYw13S2wUnFreKbn48fMrVAJoP7ny3i5qAQHYaUlDzUT6TE1ON-MySN11B0P,1,0,251,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,2,0,1,0.666667,0,0,0,1
http://www.warganet.net/au/myid.telstra.com/manage/?view_login&amp;appIdKey_fcd00c0656cc490&amp;country_,1,0,104,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0.863636,0,1
http://axosdigitalassets.pages.dev,1,0,34,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0.375,1,1,0,0,1
https://pixdescobr-ocnqpjugja-uc.a.run.app/,0,0,43,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1
https://arb2023.com/,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1
https://linktr.ee/sbc.att,0,0,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1
http://mail.deliverylifesupport.com/public/,1,0,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1
https://tinu.be/s1gBfEq4V,0,0,25,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1
https://sp349597.sitebeat.crazydomains.com/,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1
https://sp968479.sitebeat.crazydomains.com/,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1
https://bestbuyhub.co.uk/wsokkkkkkkk/Odrivex/,0,0,45,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1
http://banccadisti.com/login-banca-semplice-corporate/websignal/loaderstep3.php,1,0,79,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1
http://banccadisti.com/login-banca-semplice-corporate/websignal/step1.php,1,0,73,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1
https://vmc.adv.br/fth/ihalley/3mail@b.c,0,1,40,3,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1
